id,status,duration,start_date,start_station,end_date
12013,Closed,1796,08-08-2011 21:27,24,08-08-2011 21:56
12085,Closed,1172,08-08-2011 23:04,44,08-08-2011 23:23
12168,Closed,442,09-08-2011 06:05,53,09-08-2011 06:12
12225,Closed,615,09-08-2011 07:39,6,09-08-2011 07:49
12233,Closed,808,09-08-2011 07:45,25,09-08-2011 07:58
12242,Closed,303,09-08-2011 07:52,25,09-08-2011 07:57
12293,Closed,16915,09-08-2011 08:28,43,09-08-2011 13:10
12305,Closed,447,09-08-2011 08:34,22,09-08-2011 08:42
12379,Closed,160,09-08-2011 09:30,22,09-08-2011 09:33
12404,Closed,320,09-08-2011 09:49,44,09-08-2011 09:54
12411,Closed,2050,09-08-2011 09:56,41,09-08-2011 10:30
12432,Closed,424,09-08-2011 10:18,14,09-08-2011 10:25
12520,Closed,19329,09-08-2011 11:54,21,09-08-2011 17:16
12539,Closed,586,09-08-2011 12:02,20,09-08-2011 12:12
12627,Closed,441,09-08-2011 13:20,23,09-08-2011 13:28
12666,Closed,1370,09-08-2011 13:55,42,09-08-2011 14:18
12679,Closed,191,09-08-2011 14:02,33,09-08-2011 14:05
12739,Closed,294,09-08-2011 14:42,21,09-08-2011 14:47
12741,Closed,543,09-08-2011 14:45,53,09-08-2011 14:54
12798,Closed,376,09-08-2011 15:27,48,09-08-2011 15:34
12827,Closed,9656,09-08-2011 15:55,30,09-08-2011 18:36
12831,Closed,546,09-08-2011 15:58,46,09-08-2011 16:07
12836,Closed,1578,09-08-2011 16:02,6,09-08-2011 16:29
12839,Closed,1259,09-08-2011 16:07,21,09-08-2011 16:28
12908,Closed,364,09-08-2011 16:46,53,09-08-2011 16:52
12914,Closed,593,09-08-2011 16:48,24,09-08-2011 16:58
12983,Closed,754,09-08-2011 17:18,22,09-08-2011 17:31
13013,Closed,726,09-08-2011 17:30,14,09-08-2011 17:42
13056,Closed,466,09-08-2011 17:53,43,09-08-2011 18:01
13075,Closed,3686,09-08-2011 18:06,46,09-08-2011 19:07
13144,Closed,1784,09-08-2011 19:08,44,09-08-2011 19:38
13157,Closed,920,09-08-2011 19:39,10,09-08-2011 19:55
13175,Closed,345,09-08-2011 20:03,49,09-08-2011 20:09
13188,Closed,30,09-08-2011 21:25,10,09-08-2011 21:25
13291,Closed,518,10-08-2011 08:23,12,10-08-2011 08:32
13300,Closed,877,10-08-2011 08:35,41,10-08-2011 08:49
13311,Closed,353,10-08-2011 08:39,35,10-08-2011 08:45
13319,Closed,734,10-08-2011 08:45,38,10-08-2011 08:58
13331,Closed,807,10-08-2011 08:54,25,10-08-2011 09:07
13344,Closed,625,10-08-2011 09:06,38,10-08-2011 09:16
13347,Closed,263,10-08-2011 09:07,40,10-08-2011 09:12
13355,Closed,597,10-08-2011 09:15,22,10-08-2011 09:25
13440,Closed,14063,10-08-2011 11:26,32,10-08-2011 15:20
13481,Closed,888,10-08-2011 12:18,35,10-08-2011 12:33
13483,Closed,1262,10-08-2011 12:19,6,10-08-2011 12:40
13515,Closed,804,10-08-2011 12:59,22,10-08-2011 13:12
13544,Closed,508,10-08-2011 13:16,42,10-08-2011 13:25
13628,Closed,539,10-08-2011 14:25,32,10-08-2011 14:34
13649,Closed,2166,10-08-2011 14:45,53,10-08-2011 15:21
13655,Closed,385,10-08-2011 14:48,36,10-08-2011 14:55
13705,Closed,4512,10-08-2011 15:28,45,10-08-2011 16:43
13721,Closed,326,10-08-2011 15:37,36,10-08-2011 15:42
13752,Closed,1239,10-08-2011 16:01,45,10-08-2011 16:21
13791,Closed,988,10-08-2011 16:29,16,10-08-2011 16:46
13802,Closed,5919,10-08-2011 16:40,40,10-08-2011 18:19
13804,Closed,238,10-08-2011 16:39,35,10-08-2011 16:43
13818,Closed,199,10-08-2011 16:44,38,10-08-2011 16:47
13839,Closed,4741,10-08-2011 16:58,33,10-08-2011 18:17
13849,Closed,1083,10-08-2011 16:58,36,10-08-2011 17:17
13878,Closed,7236,10-08-2011 17:10,46,10-08-2011 19:11
13933,Closed,859,10-08-2011 17:31,41,10-08-2011 17:45
13959,Closed,573,10-08-2011 17:43,13,10-08-2011 17:52
13961,Closed,1293,10-08-2011 17:45,38,10-08-2011 18:07
13990,Closed,324,10-08-2011 18:06,22,10-08-2011 18:11
13999,Closed,1419,10-08-2011 18:11,21,10-08-2011 18:34
14020,Closed,1318,10-08-2011 18:20,22,10-08-2011 18:42
14054,Closed,2147,10-08-2011 18:39,47,10-08-2011 19:15
14099,Closed,13507,10-08-2011 19:03,52,10-08-2011 22:48
14132,Closed,528,10-08-2011 19:24,17,10-08-2011 19:33
14154,Closed,614,10-08-2011 19:40,49,10-08-2011 19:50
14156,Closed,1545,10-08-2011 19:42,24,10-08-2011 20:08
14161,Closed,417,10-08-2011 19:46,18,10-08-2011 19:53
14162,Closed,7116,10-08-2011 19:46,40,10-08-2011 21:45
14174,Closed,843,10-08-2011 19:55,38,10-08-2011 20:09
14187,Closed,1333,10-08-2011 20:04,35,10-08-2011 20:26
14274,Closed,245,10-08-2011 21:26,33,10-08-2011 21:31
14283,Closed,663,10-08-2011 21:41,52,10-08-2011 21:52
14287,Closed,621,10-08-2011 21:43,36,10-08-2011 21:53
14335,Closed,33841,10-08-2011 23:18,16,11-08-2011 08:42
14362,Closed,912,11-08-2011 00:03,53,11-08-2011 00:19
14373,Closed,491,11-08-2011 00:23,44,11-08-2011 00:31
14387,Closed,319,11-08-2011 00:59,32,11-08-2011 01:04
14413,Closed,1169,11-08-2011 03:02,9,11-08-2011 03:21
14432,Closed,317,11-08-2011 06:08,53,11-08-2011 06:13
14477,Closed,929,11-08-2011 07:40,6,11-08-2011 07:56
14490,Closed,334,11-08-2011 07:52,53,11-08-2011 07:58
14496,Closed,301,11-08-2011 07:56,38,11-08-2011 08:01
14507,Closed,1262,11-08-2011 08:02,53,11-08-2011 08:23
14556,Closed,933,11-08-2011 08:31,33,11-08-2011 08:47
14571,Closed,417,11-08-2011 08:36,6,11-08-2011 08:43
14603,Closed,1080,11-08-2011 08:54,46,11-08-2011 09:12
14667,Closed,430,11-08-2011 09:42,23,11-08-2011 09:49
14799,Closed,1272,11-08-2011 12:01,46,11-08-2011 12:22
14840,Closed,1468,11-08-2011 12:27,50,11-08-2011 12:51
14963,Closed,13498,11-08-2011 13:28,35,11-08-2011 17:13
15119,Closed,1124,11-08-2011 15:27,39,11-08-2011 15:45
15158,Closed,991,11-08-2011 15:56,23,11-08-2011 16:12
15169,Closed,587,11-08-2011 16:05,16,11-08-2011 16:15
15269,Closed,257,11-08-2011 16:48,11,11-08-2011 16:52
15300,Closed,573,11-08-2011 17:02,38,11-08-2011 17:12
15350,Closed,239,11-08-2011 17:18,43,11-08-2011 17:22
15401,Closed,1471,11-08-2011 17:35,22,11-08-2011 18:00
15439,Closed,209,11-08-2011 17:52,53,11-08-2011 17:55
15446,Closed,1035,11-08-2011 17:57,42,11-08-2011 18:14
15488,Closed,441,11-08-2011 18:13,45,11-08-2011 18:20
15496,Closed,14571,11-08-2011 18:17,17,11-08-2011 22:20
15503,Closed,719,11-08-2011 18:19,36,11-08-2011 18:31
15551,Closed,1242,11-08-2011 18:38,36,11-08-2011 18:59
15619,Closed,775,11-08-2011 19:01,40,11-08-2011 19:14
15641,Closed,1756,11-08-2011 19:10,8,11-08-2011 19:40
15719,Closed,440,11-08-2011 20:11,22,11-08-2011 20:18
15740,Closed,313,11-08-2011 20:34,22,11-08-2011 20:39
15776,Closed,2290,11-08-2011 21:14,8,11-08-2011 21:53
15788,Closed,1482,11-08-2011 21:22,3,11-08-2011 21:47
15839,Closed,789,11-08-2011 22:37,33,11-08-2011 22:50
15867,Closed,815,11-08-2011 23:12,31,11-08-2011 23:26
15887,Closed,1197,11-08-2011 23:29,52,11-08-2011 23:49
15925,Closed,1212,12-08-2011 00:16,42,12-08-2011 00:36
16010,Closed,701,12-08-2011 07:17,52,12-08-2011 07:29
16022,Closed,499,12-08-2011 07:34,36,12-08-2011 07:42
16114,Closed,688,12-08-2011 08:30,42,12-08-2011 08:41
16137,Closed,284,12-08-2011 08:45,49,12-08-2011 08:49
16140,Closed,318,12-08-2011 08:47,47,12-08-2011 08:52
16170,Closed,1399,12-08-2011 09:04,41,12-08-2011 09:27
16187,Closed,4076,12-08-2011 09:18,17,12-08-2011 10:26
16193,Closed,890,12-08-2011 09:22,16,12-08-2011 09:37
16249,Closed,5277,12-08-2011 10:18,44,12-08-2011 11:46
16276,Closed,2576,12-08-2011 10:49,6,12-08-2011 11:32
16286,Closed,4333,12-08-2011 10:56,17,12-08-2011 12:08
16303,Closed,15587,12-08-2011 11:08,6,12-08-2011 15:28
16306,Closed,2000,12-08-2011 11:09,46,12-08-2011 11:43
16332,Closed,1036,12-08-2011 11:29,36,12-08-2011 11:46
16401,Closed,568,12-08-2011 12:15,45,12-08-2011 12:25
16421,Closed,341,12-08-2011 12:25,16,12-08-2011 12:31
16475,Closed,3173,12-08-2011 13:02,20,12-08-2011 13:55
16541,Closed,1080,12-08-2011 13:30,50,12-08-2011 13:48
16612,Closed,8677,12-08-2011 14:06,3,12-08-2011 16:31
16643,Closed,17718,12-08-2011 14:17,50,12-08-2011 19:12
16647,Closed,183,12-08-2011 14:17,43,12-08-2011 14:20
16656,Closed,3288,12-08-2011 14:25,33,12-08-2011 15:20
16681,Closed,1883,12-08-2011 14:41,35,12-08-2011 15:12
16700,Closed,7702,12-08-2011 14:53,46,12-08-2011 17:01
16751,Closed,3,12-08-2011 15:20,32,12-08-2011 15:20
16769,Closed,1039,12-08-2011 15:36,46,12-08-2011 15:53
16871,Closed,171,12-08-2011 16:23,35,12-08-2011 16:26
16915,Closed,365,12-08-2011 16:43,35,12-08-2011 16:49
16917,Closed,1494,12-08-2011 16:44,6,12-08-2011 17:09
16938,Closed,7361,12-08-2011 16:51,46,12-08-2011 18:54
17174,Closed,970,12-08-2011 18:29,42,12-08-2011 18:45
17299,Closed,845,12-08-2011 19:52,38,12-08-2011 20:06
17329,Closed,800,12-08-2011 20:10,47,12-08-2011 20:23
17382,Closed,270,12-08-2011 20:46,30,12-08-2011 20:50
17392,Closed,691,12-08-2011 20:56,9,12-08-2011 21:07
17408,Closed,316,12-08-2011 21:08,25,12-08-2011 21:13
17424,Closed,1702,12-08-2011 21:23,46,12-08-2011 21:51
17433,Closed,991,12-08-2011 21:30,40,12-08-2011 21:46
17437,Closed,1367,12-08-2011 21:31,50,12-08-2011 21:53
17522,Closed,1442,12-08-2011 23:16,42,12-08-2011 23:40
17542,Closed,294,12-08-2011 23:29,22,12-08-2011 23:34
17712,Closed,907,13-08-2011 03:52,46,13-08-2011 04:07
17780,Closed,1435,13-08-2011 09:11,53,13-08-2011 09:35
17797,Closed,3452,13-08-2011 09:27,25,13-08-2011 10:25
17821,Closed,2073,13-08-2011 09:49,33,13-08-2011 10:23
17944,Closed,2626,13-08-2011 11:11,18,13-08-2011 11:54
17983,Closed,267,13-08-2011 11:35,22,13-08-2011 11:40
17999,Closed,525,13-08-2011 11:43,35,13-08-2011 11:52
18009,Closed,519,13-08-2011 11:47,52,13-08-2011 11:55
18012,Closed,857,13-08-2011 11:47,14,13-08-2011 12:01
18065,Closed,2327,13-08-2011 12:08,53,13-08-2011 12:47
18123,Closed,423,13-08-2011 12:28,6,13-08-2011 12:36
18140,Closed,1127,13-08-2011 12:34,33,13-08-2011 12:53
18145,Closed,1406,13-08-2011 12:35,24,13-08-2011 12:58
18264,Closed,5101,13-08-2011 13:22,53,13-08-2011 14:47
18265,Closed,5107,13-08-2011 13:22,53,13-08-2011 14:47
18274,Closed,737,13-08-2011 13:24,42,13-08-2011 13:36
18355,Closed,1065,13-08-2011 13:54,46,13-08-2011 14:12
18380,Closed,652,13-08-2011 14:05,38,13-08-2011 14:16
18383,Closed,294,13-08-2011 14:05,36,13-08-2011 14:10
18396,Closed,1638,13-08-2011 14:09,16,13-08-2011 14:36
18405,Closed,1542,13-08-2011 14:14,47,13-08-2011 14:40
18406,Closed,15534,13-08-2011 14:16,16,13-08-2011 18:35
18413,Closed,10753,13-08-2011 14:17,5,13-08-2011 17:16
18422,Closed,227,13-08-2011 14:17,36,13-08-2011 14:21
18490,Closed,5103,13-08-2011 14:42,24,13-08-2011 16:07
18507,Closed,7630,13-08-2011 14:46,39,13-08-2011 16:53
18747,Closed,991,13-08-2011 16:03,42,13-08-2011 16:20
18751,Closed,976,13-08-2011 16:05,41,13-08-2011 16:21
18848,Closed,1102,13-08-2011 16:43,42,13-08-2011 17:01
18867,Closed,943,13-08-2011 16:54,36,13-08-2011 17:09
18897,Closed,324,13-08-2011 17:12,45,13-08-2011 17:17
18923,Closed,1045,13-08-2011 17:22,33,13-08-2011 17:40
18957,Closed,1089,13-08-2011 17:36,44,13-08-2011 17:54
18961,Closed,10647,13-08-2011 17:40,42,13-08-2011 20:37
18970,Closed,1347,13-08-2011 17:42,36,13-08-2011 18:05
18975,Closed,1757,13-08-2011 17:44,50,13-08-2011 18:13
19041,Closed,201,13-08-2011 18:11,16,13-08-2011 18:14
19091,Closed,4291,13-08-2011 18:35,36,13-08-2011 19:47
19118,Closed,1908,13-08-2011 18:53,10,13-08-2011 19:25
19195,Closed,868,13-08-2011 19:25,41,13-08-2011 19:39
19234,Closed,1625,13-08-2011 19:42,41,13-08-2011 20:09
19260,Closed,1103,13-08-2011 19:57,13,13-08-2011 20:16
19263,Closed,663,13-08-2011 20:00,17,13-08-2011 20:11
19301,Closed,574,13-08-2011 20:28,42,13-08-2011 20:38
19325,Closed,1999,13-08-2011 20:55,42,13-08-2011 21:28
19356,Closed,1352,13-08-2011 21:17,50,13-08-2011 21:40
19366,Closed,1611,13-08-2011 21:21,34,13-08-2011 21:48
19410,Closed,1579,13-08-2011 21:51,21,13-08-2011 22:17
19447,Closed,916,13-08-2011 22:32,24,13-08-2011 22:47
19476,Closed,2309,13-08-2011 22:45,49,13-08-2011 23:23
19493,Closed,1116,13-08-2011 23:02,41,13-08-2011 23:21
19547,Closed,10061,13-08-2011 23:47,21,14-08-2011 02:35
19601,Closed,767,14-08-2011 00:48,49,14-08-2011 01:01
19628,Closed,1166,14-08-2011 01:43,16,14-08-2011 02:03
19634,Closed,1136,14-08-2011 01:53,23,14-08-2011 02:12
19659,Closed,656,14-08-2011 02:39,36,14-08-2011 02:50
19751,Closed,1402,14-08-2011 10:18,16,14-08-2011 10:41
19839,Closed,891,14-08-2011 11:48,52,14-08-2011 12:03
19852,Closed,460,14-08-2011 11:54,52,14-08-2011 12:02
19886,Closed,7846,14-08-2011 12:17,11,14-08-2011 14:28
19895,Closed,1548,14-08-2011 12:23,49,14-08-2011 12:48
19946,Closed,1913,14-08-2011 12:51,35,14-08-2011 13:23
19958,Closed,563,14-08-2011 12:54,52,14-08-2011 13:03
19966,Closed,1648,14-08-2011 13:00,21,14-08-2011 13:27
20020,Closed,1393,14-08-2011 13:27,16,14-08-2011 13:51
20082,Closed,841,14-08-2011 14:10,50,14-08-2011 14:24
20187,Closed,816,14-08-2011 14:57,24,14-08-2011 15:11
20190,Closed,1157,14-08-2011 14:58,46,14-08-2011 15:17
20193,Closed,1594,14-08-2011 14:59,18,14-08-2011 15:26
20200,Closed,2928,14-08-2011 15:04,46,14-08-2011 15:52
20293,Closed,1411,14-08-2011 16:08,47,14-08-2011 16:32
20318,Closed,652,14-08-2011 16:25,52,14-08-2011 16:36
20367,Closed,423,14-08-2011 16:51,47,14-08-2011 16:58
20421,Closed,956,14-08-2011 17:20,3,14-08-2011 17:36
20424,Closed,1361,14-08-2011 17:23,24,14-08-2011 17:45
20440,Closed,3398,14-08-2011 17:34,36,14-08-2011 18:31
20466,Closed,1738,14-08-2011 17:50,36,14-08-2011 18:19
20511,Closed,497,14-08-2011 18:30,9,14-08-2011 18:38
20546,Closed,226,14-08-2011 18:59,18,14-08-2011 19:03
20597,Closed,5675,14-08-2011 19:45,23,14-08-2011 21:20
20606,Closed,920,14-08-2011 19:52,36,14-08-2011 20:07
20644,Closed,984,14-08-2011 20:33,42,14-08-2011 20:49
20661,Closed,3157,14-08-2011 20:48,16,14-08-2011 21:41
20786,Closed,720,15-08-2011 07:06,22,15-08-2011 07:18
20829,Closed,1616,15-08-2011 11:06,24,15-08-2011 11:33
20847,Closed,267,15-08-2011 13:49,22,15-08-2011 13:54
20848,Closed,281,15-08-2011 14:05,5,15-08-2011 14:09
20851,Closed,1345,15-08-2011 15:16,8,15-08-2011 15:38
20882,Closed,634,15-08-2011 18:38,36,15-08-2011 18:49
20892,Closed,861,15-08-2011 19:34,11,15-08-2011 19:48
20966,Closed,430,16-08-2011 07:44,40,16-08-2011 07:51
21079,Closed,769,16-08-2011 09:26,25,16-08-2011 09:39
21166,Closed,17695,16-08-2011 11:44,36,16-08-2011 16:38
21177,Closed,115,16-08-2011 11:59,17,16-08-2011 12:01
21229,Closed,422,16-08-2011 12:57,23,16-08-2011 13:04
21287,Closed,639,16-08-2011 13:46,16,16-08-2011 13:57
21294,Closed,27,16-08-2011 13:54,38,16-08-2011 13:54
21351,Closed,331,16-08-2011 15:19,11,16-08-2011 15:25
21361,Closed,452,16-08-2011 15:30,33,16-08-2011 15:38
21387,Closed,418,16-08-2011 15:45,14,16-08-2011 15:52
21425,Closed,1211,16-08-2011 16:13,10,16-08-2011 16:34
21463,Closed,519,16-08-2011 16:38,24,16-08-2011 16:47
21469,Closed,550,16-08-2011 16:39,22,16-08-2011 16:48
21479,Closed,3949,16-08-2011 16:47,32,16-08-2011 17:53
21528,Closed,797,16-08-2011 17:01,45,16-08-2011 17:14
21570,Closed,1735,16-08-2011 17:14,41,16-08-2011 17:43
21626,Closed,597,16-08-2011 17:32,32,16-08-2011 17:42
21633,Closed,713,16-08-2011 17:37,52,16-08-2011 17:49
21646,Closed,1230,16-08-2011 17:43,49,16-08-2011 18:03
21691,Closed,925,16-08-2011 17:58,16,16-08-2011 18:14
21743,Closed,727,16-08-2011 18:21,24,16-08-2011 18:33
21848,Closed,1394,16-08-2011 19:25,36,16-08-2011 19:48
21868,Closed,630,16-08-2011 19:35,20,16-08-2011 19:46
21911,Closed,1132,16-08-2011 20:09,42,16-08-2011 20:28
21948,Closed,756,16-08-2011 20:37,9,16-08-2011 20:49
22008,Closed,2452,16-08-2011 21:50,20,16-08-2011 22:31
22012,Closed,44,16-08-2011 21:51,6,16-08-2011 21:52
22014,Closed,862,16-08-2011 21:53,35,16-08-2011 22:07
22041,Closed,897,16-08-2011 22:23,33,16-08-2011 22:38
22072,Closed,1155,16-08-2011 23:01,52,16-08-2011 23:21
22093,Closed,300,17-08-2011 00:09,50,17-08-2011 00:14
22100,Closed,467,17-08-2011 00:54,45,17-08-2011 01:02
22133,Closed,609,17-08-2011 05:04,52,17-08-2011 05:14
22151,Closed,1336,17-08-2011 06:54,38,17-08-2011 07:16
22260,Closed,860,17-08-2011 08:14,25,17-08-2011 08:28
22306,Closed,451,17-08-2011 08:33,52,17-08-2011 08:40
22347,Closed,863,17-08-2011 08:54,53,17-08-2011 09:08
22383,Closed,523,17-08-2011 09:21,47,17-08-2011 09:30
22433,Closed,1316,17-08-2011 10:13,23,17-08-2011 10:35
22441,Closed,816,17-08-2011 10:25,36,17-08-2011 10:39
22485,Closed,198,17-08-2011 10:53,18,17-08-2011 10:56
22500,Closed,21102,17-08-2011 11:13,36,17-08-2011 17:05
22511,Closed,1543,17-08-2011 11:21,48,17-08-2011 11:47
22516,Closed,1515,17-08-2011 11:24,53,17-08-2011 11:50
22607,Closed,219,17-08-2011 12:26,40,17-08-2011 12:29
22623,Closed,1256,17-08-2011 12:37,52,17-08-2011 12:58
22631,Closed,1074,17-08-2011 12:41,33,17-08-2011 12:59
22633,Closed,537,17-08-2011 12:40,48,17-08-2011 12:49
22655,Closed,469,17-08-2011 12:46,50,17-08-2011 12:54
22669,Closed,19394,17-08-2011 12:52,40,17-08-2011 18:16
22692,Closed,551,17-08-2011 13:11,53,17-08-2011 13:20
22764,Closed,26720,17-08-2011 14:01,33,17-08-2011 21:27
22779,Closed,757,17-08-2011 14:19,21,17-08-2011 14:31
22801,Closed,2427,17-08-2011 14:38,15,17-08-2011 15:19
22803,Closed,15127,17-08-2011 14:43,46,17-08-2011 18:55
22871,Closed,7572,17-08-2011 15:20,52,17-08-2011 17:26
22905,Closed,1328,17-08-2011 15:39,22,17-08-2011 16:01
22928,Closed,11389,17-08-2011 15:56,34,17-08-2011 19:06
22948,Closed,1013,17-08-2011 16:03,30,17-08-2011 16:20
22987,Closed,1096,17-08-2011 16:25,20,17-08-2011 16:43
23009,Closed,1704,17-08-2011 16:32,45,17-08-2011 17:01
23021,Closed,8971,17-08-2011 16:42,52,17-08-2011 19:11
23055,Closed,467,17-08-2011 16:51,11,17-08-2011 16:59
23065,Closed,558,17-08-2011 16:56,49,17-08-2011 17:05
23139,Closed,589,17-08-2011 17:12,53,17-08-2011 17:21
23192,Closed,661,17-08-2011 17:28,42,17-08-2011 17:39
23200,Closed,334,17-08-2011 17:30,24,17-08-2011 17:35
23204,Closed,85571,17-08-2011 17:31,40,18-08-2011 17:18
23205,Closed,1784,17-08-2011 17:32,41,17-08-2011 18:01
23222,Closed,1897,17-08-2011 17:38,46,17-08-2011 18:09
23237,Closed,632,17-08-2011 17:42,50,17-08-2011 17:52
23240,Closed,425,17-08-2011 17:42,3,17-08-2011 17:49
23310,Closed,1692,17-08-2011 18:08,50,17-08-2011 18:36
23341,Closed,3937,17-08-2011 18:19,17,17-08-2011 19:25
23349,Closed,1538,17-08-2011 18:21,20,17-08-2011 18:47
23353,Closed,533,17-08-2011 18:22,16,17-08-2011 18:31
23360,Closed,1372,17-08-2011 18:24,22,17-08-2011 18:47
23387,Closed,2520,17-08-2011 18:38,53,17-08-2011 19:20
23396,Closed,5513,17-08-2011 18:41,42,17-08-2011 20:13
23409,Closed,1240,17-08-2011 18:44,43,17-08-2011 19:04
23428,Closed,2792,17-08-2011 18:56,11,17-08-2011 19:43
23455,Closed,1847,17-08-2011 19:07,53,17-08-2011 19:38
23509,Closed,2387,17-08-2011 19:33,42,17-08-2011 20:13
23516,Closed,1101,17-08-2011 19:37,38,17-08-2011 19:55
23587,Closed,2386,17-08-2011 20:27,35,17-08-2011 21:07
23596,Closed,614,17-08-2011 20:42,50,17-08-2011 20:52
23613,Closed,345,17-08-2011 20:57,46,17-08-2011 21:03
23657,Closed,440,17-08-2011 21:53,49,17-08-2011 22:00
23682,Closed,2145,17-08-2011 22:17,39,17-08-2011 22:52
23708,Closed,440,17-08-2011 22:53,24,17-08-2011 23:00
23725,Closed,1372,17-08-2011 23:05,32,17-08-2011 23:28
23733,Closed,820,17-08-2011 23:31,45,17-08-2011 23:44
23757,Closed,1581,18-08-2011 00:47,18,18-08-2011 01:13
23842,Closed,705,18-08-2011 07:31,43,18-08-2011 07:43
23853,Closed,1192,18-08-2011 07:42,6,18-08-2011 08:02
23878,Closed,230,18-08-2011 07:56,20,18-08-2011 08:00
23901,Closed,1263,18-08-2011 08:10,22,18-08-2011 08:31
23949,Closed,1147,18-08-2011 08:35,16,18-08-2011 08:54
23969,Closed,11866,18-08-2011 08:47,36,18-08-2011 12:05
23970,Closed,231,18-08-2011 08:46,25,18-08-2011 08:50
23986,Closed,11365,18-08-2011 08:54,36,18-08-2011 12:04
24012,Closed,555,18-08-2011 09:14,6,18-08-2011 09:23
24030,Closed,459,18-08-2011 09:33,50,18-08-2011 09:40
24072,Closed,342,18-08-2011 10:28,25,18-08-2011 10:34
24090,Closed,5112,18-08-2011 10:45,36,18-08-2011 12:10
24132,Closed,693,18-08-2011 11:17,12,18-08-2011 11:28
24176,Closed,652,18-08-2011 11:50,48,18-08-2011 12:01
24200,Closed,808,18-08-2011 12:07,22,18-08-2011 12:20
24202,Closed,774,18-08-2011 12:08,50,18-08-2011 12:21
24211,Closed,292,18-08-2011 12:17,49,18-08-2011 12:22
24213,Closed,5736,18-08-2011 12:21,42,18-08-2011 13:57
24239,Closed,1395,18-08-2011 12:34,8,18-08-2011 12:57
24244,Closed,1123,18-08-2011 12:36,22,18-08-2011 12:55
24269,Closed,13,18-08-2011 12:52,36,18-08-2011 12:53
24285,Closed,646,18-08-2011 13:06,48,18-08-2011 13:17
24322,Closed,340,18-08-2011 13:32,36,18-08-2011 13:38
24331,Closed,324,18-08-2011 13:37,25,18-08-2011 13:43
24359,Closed,724,18-08-2011 13:54,35,18-08-2011 14:06
24361,Closed,1147,18-08-2011 13:58,36,18-08-2011 14:17
24365,Closed,191,18-08-2011 13:58,5,18-08-2011 14:01
24397,Closed,624,18-08-2011 14:31,33,18-08-2011 14:42
24438,Closed,2066,18-08-2011 15:12,16,18-08-2011 15:46
24467,Closed,572,18-08-2011 15:26,34,18-08-2011 15:36
24485,Closed,348,18-08-2011 15:34,48,18-08-2011 15:40
24488,Closed,187,18-08-2011 15:36,35,18-08-2011 15:39
24506,Closed,790,18-08-2011 15:44,52,18-08-2011 15:58
24558,Closed,2183,18-08-2011 16:14,23,18-08-2011 16:50
24564,Closed,479,18-08-2011 16:14,46,18-08-2011 16:22
24570,Closed,1605,18-08-2011 16:16,22,18-08-2011 16:42
24578,Closed,9289,18-08-2011 16:19,23,18-08-2011 18:54
24593,Closed,743,18-08-2011 16:23,22,18-08-2011 16:35
24594,Closed,3643,18-08-2011 16:24,20,18-08-2011 17:25
24623,Closed,241,18-08-2011 16:36,44,18-08-2011 16:40
24624,Closed,878,18-08-2011 16:37,23,18-08-2011 16:52
24630,Closed,565,18-08-2011 16:40,16,18-08-2011 16:50
24649,Closed,1145,18-08-2011 16:52,32,18-08-2011 17:11
24669,Closed,3339,18-08-2011 16:58,44,18-08-2011 17:53
24704,Closed,4889,18-08-2011 17:08,52,18-08-2011 18:29
24705,Closed,1187,18-08-2011 17:07,34,18-08-2011 17:27
24707,Closed,1992,18-08-2011 17:07,9,18-08-2011 17:40
24744,Closed,209,18-08-2011 13:27,43,18-08-2011 13:31
24751,Closed,437,18-08-2011 17:23,22,18-08-2011 17:30
24752,Closed,768,18-08-2011 17:23,42,18-08-2011 17:36
24765,Closed,828,18-08-2011 17:27,44,18-08-2011 17:41
24775,Closed,490,18-08-2011 17:29,21,18-08-2011 17:38
24786,Closed,370,18-08-2011 17:35,22,18-08-2011 17:41
24881,Closed,1872,18-08-2011 18:12,21,18-08-2011 18:43
24915,Closed,1515,18-08-2011 18:27,42,18-08-2011 18:52
24934,Closed,585,18-08-2011 18:41,21,18-08-2011 18:50
24972,Closed,797,18-08-2011 18:59,22,18-08-2011 19:12
24992,Closed,62034,18-08-2011 19:07,51,19-08-2011 12:21
25020,Closed,5135,18-08-2011 19:18,36,18-08-2011 20:44
25058,Closed,1666,18-08-2011 19:34,32,18-08-2011 20:02
25094,Closed,683,18-08-2011 19:57,10,18-08-2011 20:09
25126,Closed,712,18-08-2011 20:22,25,18-08-2011 20:33
25138,Closed,418,18-08-2011 20:29,33,18-08-2011 20:36
25261,Closed,736,18-08-2011 22:17,52,18-08-2011 22:29
25285,Closed,1027,18-08-2011 22:35,24,18-08-2011 22:52
25330,Closed,1432,18-08-2011 23:17,11,18-08-2011 23:41
25331,Closed,472,18-08-2011 23:17,10,18-08-2011 23:25
25405,Closed,174,19-08-2011 02:03,9,19-08-2011 02:05
25429,Closed,1182,19-08-2011 05:48,22,19-08-2011 06:07
25457,Closed,524,19-08-2011 07:00,22,19-08-2011 07:09
25511,Closed,939,19-08-2011 07:54,36,19-08-2011 08:10
25525,Closed,506,19-08-2011 08:05,40,19-08-2011 08:14
25533,Closed,1313,19-08-2011 08:10,39,19-08-2011 08:31
25582,Closed,699,19-08-2011 08:34,36,19-08-2011 08:46
25620,Closed,331,19-08-2011 08:53,22,19-08-2011 08:59
